"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","blood_type_category","blood_type_category_percent"
"3222",617,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"A",33.333333333
"3223",618,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"B",4.1666666667
"3224",619,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"O",62.5
"3225",620,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Liver",39216,"Unknown",0
"3226",621,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"AB",6.0606060606
"3227",622,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"A",48.484848485
"3228",623,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"B",3.0303030303
"3229",624,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"O",42.424242424
"3230",625,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Liver",27514,"Unknown",0
"3231",626,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"AB",0.7936507937
"3232",627,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"A",35.714285714
"3233",628,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"B",8.7301587302
"3234",629,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"O",54.761904762
"3235",630,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Liver",15213,"Unknown",0
"3236",631,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"AB",5.1724137931
"3237",632,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"A",34.482758621
"3238",633,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"B",10.344827586
"3239",634,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"O",50
"3240",635,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Liver",77555,"Unknown",0
"3241",636,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"AB",0
"3242",637,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"A",43.75
"3243",638,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"B",6.25
"3244",639,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"O",50
"3245",640,"University of Utah Medical Center (UTMC)","UTMC","TX1","Liver",84132,"Unknown",0
"3246",641,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"AB",2.5
"3247",642,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"A",36.25
"3248",643,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"B",2.5
"3249",644,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"O",58.75
"3250",645,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Liver",22908,"Unknown",0
"3251",646,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"AB",1.5625
"3252",647,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"A",39.0625
"3253",648,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"B",7.8125
"3254",649,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"O",51.5625
"3255",650,"University of Washington Medical Center (WAUW)","WAUW","TX1","Liver",98195,"Unknown",0
"3256",651,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"AB",2.7272727273
"3257",652,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"A",47.272727273
"3258",653,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"B",10
"3259",654,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"O",40
"3260",655,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Liver",53792,"Unknown",0
"3261",656,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"AB",5.8823529412
"3262",657,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"A",23.529411765
"3263",658,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"B",8.8235294118
"3264",659,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"O",61.764705882
"3265",660,"UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","Liver",15224,"Unknown",0
"3266",661,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"AB",0.7936507937
"3267",662,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"A",37.301587302
"3268",663,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"B",8.7301587302
"3269",664,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"O",53.174603175
"3270",665,"UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","Liver",75390,"Unknown",0
"3271",666,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"AB",1.6393442623
"3272",667,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"A",42.62295082
"3273",668,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"B",14.754098361
"3274",669,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"O",40.983606557
"3275",670,"VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","Liver",15240,"Unknown",0
"3276",671,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"AB",3.3333333333
"3277",672,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"A",53.333333333
"3278",673,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"B",0
"3279",674,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"O",43.333333333
"3280",675,"VA Portland Health Care System (ORVA)","ORVA","TX1","Liver",97239,"Unknown",0
"3281",676,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"AB",0
"3282",677,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"A",44.50867052
"3283",678,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"B",5.7803468208
"3284",679,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"O",49.710982659
"3285",680,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Liver",37232,"Unknown",0
"3286",681,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"AB",0.9615384615
"3287",682,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"A",37.5
"3288",683,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"B",15.384615385
"3289",684,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"O",46.153846154
"3290",685,"Westchester Medical Center (NYWC)","NYWC","TX1","Liver",10595,"Unknown",0
"3291",686,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"AB",0
"3292",687,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"A",40
"3293",688,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"B",2.5
"3294",689,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"O",57.5
"3295",690,"William Beaumont Hospital (MIBH)","MIBH","TX1","Liver",48073,"Unknown",0
"3296",691,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"AB",1.6949152542
"3297",692,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"A",45.762711864
"3298",693,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"B",6.7796610169
"3299",694,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"O",45.762711864
"3300",695,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Liver",71103,"Unknown",0
"3301",696,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"AB",0.78125
"3302",697,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"A",42.96875
"3303",698,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"B",10.15625
"3304",699,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"O",46.09375
"3305",700,"Yale New Haven Hospital (CTYN)","CTYN","TX1","Liver",6510,"Unknown",0
"3306",1,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"AB",0
"3307",2,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"A",0
"3308",3,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"B",0
"3309",4,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"O",100
"3310",5,"Advocate Christ Medical Center (ILCH)","ILCH","TX1","Lung",60453,"Unknown",0
"3311",6,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"AB",0
"3312",7,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"A",28.571428571
"3313",8,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"B",7.1428571429
"3314",9,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"O",64.285714286
"3315",10,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Lung",85719,"Unknown",0
"3316",11,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"AB",0
"3317",12,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"A",50
"3318",13,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"B",8.3333333333
"3319",14,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"O",41.666666667
"3320",15,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Lung",63110,"Unknown",0
"3321",16,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"AB",9.0909090909
"3322",17,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"A",18.181818182
"3323",18,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"B",18.181818182
"3324",19,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"O",54.545454545
"3325",20,"Baylor University Medical Center (TXTX)","TXTX","TX1","Lung",75246,"Unknown",0
"3326",21,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"AB",0
"3327",22,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"A",0
"3328",23,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"B",0
"3329",24,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"O",100
"3330",25,"Boston Children's Hospital (MACH)","MACH","TX1","Lung",2115,"Unknown",0
"3331",26,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"AB",2.7777777778
"3332",27,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"A",30.555555556
"3333",28,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"B",8.3333333333
"3334",29,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"O",58.333333333
"3335",30,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Lung",2115,"Unknown",0
"3336",31,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"AB",0
"3337",32,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"A",31.578947368
"3338",33,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"B",5.2631578947
"3339",34,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"O",63.157894737
"3340",35,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Lung",90211,"Unknown",0
"3341",36,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"AB",0
"3342",37,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"A",68.75
"3343",38,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"B",6.25
"3344",39,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"O",25
"3345",40,"CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","Lung",77030,"Unknown",0
"3346",41,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"AB",0
"3347",42,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"A",100
"3348",43,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"B",0
"3349",44,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"O",0
"3350",45,"Children's Hospital Medical Center (OHCM)","OHCM","TX1","Lung",45229,"Unknown",0
"3351",46,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"AB",0
"3352",47,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"A",33.333333333
"3353",48,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"B",0
"3354",49,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"O",66.666666667
"3355",50,"Children's Hospital of Philadelphia (PACP)","PACP","TX1","Lung",19104,"Unknown",0
"3356",51,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"AB",0
"3357",52,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"A",21.428571429
"3358",53,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"B",14.285714286
"3359",54,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"O",64.285714286
"3360",55,"Duke University Hospital (NCDU)","NCDU","TX1","Lung",27710,"Unknown",0
"3361",56,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"AB",0
"3362",57,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"A",40
"3363",58,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"B",0
"3364",59,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"O",60
"3365",60,"Emory University Hospital (GAEM)","GAEM","TX1","Lung",30322,"Unknown",0
"3366",61,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"AB",0
"3367",62,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"A",0
"3368",63,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"B",0
"3369",64,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"O",100
"3370",65,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Lung",32803,"Unknown",0
"3371",66,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"AB",0
"3372",67,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"A",33.333333333
"3373",68,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"B",0
"3374",69,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"O",66.666666667
"3375",70,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Lung",53226,"Unknown",0
"3376",71,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"AB",0
"3377",72,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"A",19.35483871
"3378",73,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"B",12.903225806
"3379",74,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"O",67.741935484
"3380",75,"Henry Ford Hospital (MIHF)","MIHF","TX1","Lung",48202,"Unknown",0
"3381",76,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"AB",4.347826087
"3382",77,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"A",26.086956522
"3383",78,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"B",4.347826087
"3384",79,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"O",65.217391304
"3385",80,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Lung",19104,"Unknown",0
"3386",81,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"AB",0
"3387",82,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"A",25
"3388",83,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"B",15
"3389",84,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"O",60
"3390",85,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Lung",77030,"Unknown",0
"3391",86,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"AB",6.6666666667
"3392",87,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"A",46.666666667
"3393",88,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"B",6.6666666667
"3394",89,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"O",40
"3395",90,"Indiana University Health (INIM)","INIM","TX1","Lung",46202,"Unknown",0
"3396",91,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"AB",0
"3397",92,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"A",50
"3398",93,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"B",16.666666667
"3399",94,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"O",33.333333333
"3400",95,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Lung",22042,"Unknown",0
"3401",96,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"AB",0
"3402",97,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"A",50
"3403",98,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"B",0
"3404",99,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"O",50
"3405",100,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Lung",73112,"Unknown",0
"3406",101,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"AB",0
"3407",102,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"A",61.111111111
"3408",103,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"B",0
"3409",104,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"O",38.888888889
"3410",105,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Lung",33136,"Unknown",0
"3411",106,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"AB",0
"3412",107,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"A",25
"3413",108,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"B",12.5
"3414",109,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"O",62.5
"3415",110,"Jewish Hospital (KYJH)","KYJH","TX1","Lung",40202,"Unknown",0
"3416",111,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"AB",0
"3417",112,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"A",33.333333333
"3418",113,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"B",16.666666667
"3419",114,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"O",50
"3420",115,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Lung",21287,"Unknown",0
"3421",116,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"AB",5.4054054054
"3422",117,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"A",16.216216216
"3423",118,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"B",10.810810811
"3424",119,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"O",67.567567568
"3425",120,"Keck Hospital of USC (CAUH)","CAUH","TX1","Lung",90033,"Unknown",0
"3426",121,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"AB",0
"3427",122,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"A",28.888888889
"3428",123,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"B",8.8888888889
"3429",124,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"O",62.222222222
"3430",125,"Loyola University Medical Center (ILLU)","ILLU","TX1","Lung",60153,"Unknown",0
"3431",126,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"AB",0
"3432",127,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"A",0
"3433",128,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"B",0
"3434",129,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"O",100
"3435",130,"Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","Lung",94304,"Unknown",0
"3436",131,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"AB",0
"3437",132,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"A",22.222222222
"3438",133,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"B",0
"3439",134,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"O",77.777777778
"3440",135,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Lung",2114,"Unknown",0
"3441",136,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"AB",7.6923076923
"3442",137,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"A",46.153846154
"3443",138,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"B",7.6923076923
"3444",139,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"O",38.461538462
"3445",140,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Lung",32224,"Unknown",0
"3446",141,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"AB",0
"3447",142,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"A",20
"3448",143,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"B",0
"3449",144,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"O",80
"3450",145,"Medical University of South Carolina (SCMU)","SCMU","TX1","Lung",29425,"Unknown",0
"3451",146,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"AB",0
"3452",147,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"A",16.666666667
"3453",148,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"B",33.333333333
"3454",149,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"O",50
"3455",150,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Lung",77030,"Unknown",0
"3456",151,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"AB",2.4390243902
"3457",152,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"A",26.829268293
"3458",153,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"B",14.634146341
"3459",154,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"O",56.097560976
"3460",155,"Montefiore Medical Center (NYMA)","NYMA","TX1","Lung",10467,"Unknown",0
"3461",156,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"AB",16.666666667
"3462",157,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"A",83.333333333
"3463",158,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"B",0
"3464",159,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"O",0
"3465",160,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Lung",43205,"Unknown",0
"3466",161,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"AB",0
"3467",162,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"A",18.181818182
"3468",163,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"B",9.0909090909
"3469",164,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"O",72.727272727
"3470",165,"New York University Medical Center (NYUC)","NYUC","TX1","Lung",10016,"Unknown",0
"3471",166,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"AB",9.0909090909
"3472",167,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"A",18.181818182
"3473",168,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"B",18.181818182
"3474",169,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"O",54.545454545
"3475",170,"Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","Lung",7112,"Unknown",0
"3476",171,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"AB",16.666666667
"3477",172,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"A",0
"3478",173,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"B",16.666666667
"3479",174,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"O",66.666666667
"3480",175,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Lung",60611,"Unknown",0
"3481",176,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"AB",3.2967032967
"3482",177,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"A",28.571428571
"3483",178,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"B",14.285714286
"3484",179,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"O",53.846153846
"3485",180,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Lung",10032,"Unknown",0
"3486",181,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"AB",0
"3487",182,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"A",35.714285714
"3488",183,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"B",7.1428571429
"3489",184,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"O",57.142857143
"3490",185,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Lung",70121,"Unknown",0
"3491",186,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"AB",16.666666667
"3492",187,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"A",33.333333333
"3493",188,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"B",0
"3494",189,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"O",50
"3495",190,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Lung",43210,"Unknown",0
"3496",191,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Lung",55902,"AB",3.125
