"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"4516",484,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"18 to 34 Years",2.7397260274
"4517",485,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"35 to 49 Years",16.438356164
"4518",486,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"50 to 64 Years",58.904109589
"4519",487,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"65 to 69 Years",21.917808219
"4520",488,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Liver",75203,"More Than 70 Years",0
"4521",489,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"2 to 11 Years",0
"4522",490,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"12 to 17 Years",0
"4523",491,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"Less Than 2 Years",0
"4524",492,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"18 to 34 Years",5.4545454545
"4525",493,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"35 to 49 Years",16.363636364
"4526",494,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"50 to 64 Years",52.727272727
"4527",495,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"65 to 69 Years",20
"4528",496,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Liver",78229,"More Than 70 Years",5.4545454545
"4529",497,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"2 to 11 Years",0
"4530",498,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"12 to 17 Years",0
"4531",499,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"Less Than 2 Years",0
"4532",500,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"18 to 34 Years",1.7857142857
"4533",501,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"35 to 49 Years",10.714285714
"4534",502,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"50 to 64 Years",44.642857143
"4535",503,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"65 to 69 Years",33.928571429
"4536",504,"Methodist University Hospital (TNMH)","TNMH","TX1","Liver",38104,"More Than 70 Years",8.9285714286
"4537",505,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"2 to 11 Years",0
"4538",506,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"12 to 17 Years",0
"4539",507,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"Less Than 2 Years",0
"4540",508,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"18 to 34 Years",1.9607843137
"4541",509,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"35 to 49 Years",17.647058824
"4542",510,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"50 to 64 Years",58.823529412
"4543",511,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"65 to 69 Years",19.607843137
"4544",512,"Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","Liver",77030,"More Than 70 Years",1.9607843137
"4545",513,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"2 to 11 Years",5.0847457627
"4546",514,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"12 to 17 Years",3.3898305085
"4547",515,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"Less Than 2 Years",3.3898305085
"4548",516,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"18 to 34 Years",8.4745762712
"4549",517,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"35 to 49 Years",11.86440678
"4550",518,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"50 to 64 Years",42.372881356
"4551",519,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"65 to 69 Years",16.949152542
"4552",520,"Montefiore Medical Center (NYMA)","NYMA","TX1","Liver",10467,"More Than 70 Years",8.4745762712
"4553",521,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"2 to 11 Years",0.7389162562
"4554",522,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"12 to 17 Years",0
"4555",523,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"Less Than 2 Years",0.7389162562
"4556",524,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"18 to 34 Years",7.1428571429
"4557",525,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"35 to 49 Years",14.778325123
"4558",526,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"50 to 64 Years",50
"4559",527,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"65 to 69 Years",20.197044335
"4560",528,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Liver",10029,"More Than 70 Years",6.4039408867
"4561",529,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"2 to 11 Years",50
"4562",530,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"12 to 17 Years",0
"4563",531,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"Less Than 2 Years",0
"4564",532,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"18 to 34 Years",50
"4565",533,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"35 to 49 Years",0
"4566",534,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"50 to 64 Years",0
"4567",535,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"65 to 69 Years",0
"4568",536,"Nationwide Children's Hospital (OHCH)","OHCH","TX1","Liver",43205,"More Than 70 Years",0
"4569",537,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"2 to 11 Years",0
"4570",538,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"12 to 17 Years",0
"4571",539,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"Less Than 2 Years",0
"4572",540,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"18 to 34 Years",4.4609665428
"4573",541,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"35 to 49 Years",27.881040892
"4574",542,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"50 to 64 Years",54.646840149
"4575",543,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"65 to 69 Years",11.895910781
"4576",544,"New York University Medical Center (NYUC)","NYUC","TX1","Liver",10016,"More Than 70 Years",1.1152416357
"4577",545,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"2 to 11 Years",0
"4578",546,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"12 to 17 Years",0
"4579",547,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"Less Than 2 Years",0
"4580",548,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"18 to 34 Years",5.7471264368
"4581",549,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"35 to 49 Years",19.540229885
"4582",550,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"50 to 64 Years",47.126436782
"4583",551,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"65 to 69 Years",19.540229885
"4584",552,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Liver",10065,"More Than 70 Years",8.0459770115
"4585",553,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"2 to 11 Years",0
"4586",554,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"12 to 17 Years",0
"4587",555,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"Less Than 2 Years",0
"4588",556,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"18 to 34 Years",4.347826087
"4589",557,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"35 to 49 Years",15.942028986
"4590",558,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"50 to 64 Years",39.130434783
"4591",559,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"65 to 69 Years",28.985507246
"4592",560,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Liver",60611,"More Than 70 Years",11.594202899
"4593",561,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"2 to 11 Years",0.6369426752
"4594",562,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"12 to 17 Years",1.9108280255
"4595",563,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"Less Than 2 Years",2.5477707006
"4596",564,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"18 to 34 Years",11.464968153
"4597",565,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"35 to 49 Years",22.292993631
"4598",566,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"50 to 64 Years",40.127388535
"4599",567,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"65 to 69 Years",17.197452229
"4600",568,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Liver",10032,"More Than 70 Years",3.821656051
"4601",569,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"2 to 11 Years",0
"4602",570,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"12 to 17 Years",1.0526315789
"4603",571,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"Less Than 2 Years",1.0526315789
"4604",572,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"18 to 34 Years",4.2105263158
"4605",573,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"35 to 49 Years",12.631578947
"4606",574,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"50 to 64 Years",62.105263158
"4607",575,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"65 to 69 Years",14.736842105
"4608",576,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Liver",70121,"More Than 70 Years",4.2105263158
"4609",577,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"2 to 11 Years",0
"4610",578,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"12 to 17 Years",0
"4611",579,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"Less Than 2 Years",0
"4612",580,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"18 to 34 Years",10.9375
"4613",581,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"35 to 49 Years",18.75
"4614",582,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"50 to 64 Years",46.09375
"4615",583,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"65 to 69 Years",21.875
"4616",584,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Liver",43210,"More Than 70 Years",2.34375
"4617",585,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"2 to 11 Years",0
"4618",586,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"12 to 17 Years",0
"4619",587,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"Less Than 2 Years",0
"4620",588,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"18 to 34 Years",4.3010752688
"4621",589,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"35 to 49 Years",33.333333333
"4622",590,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"50 to 64 Years",41.935483871
"4623",591,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"65 to 69 Years",19.35483871
"4624",592,"Oregon Health & Science University (ORUO)","ORUO","TX1","Liver",97239,"More Than 70 Years",1.0752688172
"4625",593,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"2 to 11 Years",33.333333333
"4626",594,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"12 to 17 Years",16.666666667
"4627",595,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"Less Than 2 Years",0
"4628",596,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"18 to 34 Years",16.666666667
"4629",597,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"35 to 49 Years",8.3333333333
"4630",598,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"50 to 64 Years",16.666666667
"4631",599,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"65 to 69 Years",8.3333333333
"4632",600,"OU Medical Center (OKMD)","OKMD","TX1","Liver",73104,"More Than 70 Years",0
"4633",601,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"2 to 11 Years",0
"4634",602,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"12 to 17 Years",0
"4635",603,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"Less Than 2 Years",0
"4636",604,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"18 to 34 Years",0
"4637",605,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"35 to 49 Years",26.315789474
"4638",606,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"50 to 64 Years",63.157894737
"4639",607,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"65 to 69 Years",8.7719298246
"4640",608,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Liver",8103,"More Than 70 Years",1.7543859649
"4641",609,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"2 to 11 Years",0
"4642",610,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"12 to 17 Years",0
"4643",611,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"Less Than 2 Years",0
"4644",612,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"18 to 34 Years",2.8571428571
"4645",613,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"35 to 49 Years",27.142857143
"4646",614,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"50 to 64 Years",52.857142857
"4647",615,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"65 to 69 Years",17.142857143
"4648",616,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Liver",17033,"More Than 70 Years",0
"4649",617,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"2 to 11 Years",16.666666667
"4650",618,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"12 to 17 Years",25
"4651",619,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"Less Than 2 Years",58.333333333
"4652",620,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"18 to 34 Years",0
"4653",621,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"35 to 49 Years",0
"4654",622,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"50 to 64 Years",0
"4655",623,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"65 to 69 Years",0
"4656",624,"Phoenix Children's Hospital (AZCH)","AZCH","TX1","Liver",85016,"More Than 70 Years",0
"4657",625,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"2 to 11 Years",0
"4658",626,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"12 to 17 Years",0
"4659",627,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"Less Than 2 Years",0
"4660",628,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"18 to 34 Years",4.347826087
"4661",629,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"35 to 49 Years",19.323671498
"4662",630,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"50 to 64 Years",58.937198068
"4663",631,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"65 to 69 Years",16.425120773
"4664",632,"Piedmont Hospital (GAPH)","GAPH","TX1","Liver",30309,"More Than 70 Years",0.9661835749
"4665",633,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"2 to 11 Years",0
"4666",634,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"12 to 17 Years",0
"4667",635,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"Less Than 2 Years",0
"4668",636,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"18 to 34 Years",7.1428571429
"4669",637,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"35 to 49 Years",16.666666667
"4670",638,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"50 to 64 Years",55.952380952
"4671",639,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"65 to 69 Years",17.857142857
"4672",640,"Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","Liver",80218,"More Than 70 Years",2.380952381
"4673",641,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"2 to 11 Years",20
"4674",642,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"12 to 17 Years",60
"4675",643,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"Less Than 2 Years",20
"4676",644,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"18 to 34 Years",0
"4677",645,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"35 to 49 Years",0
"4678",646,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"50 to 64 Years",0
"4679",647,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"65 to 69 Years",0
"4680",648,"Primary Children's Hospital (UTPC)","UTPC","TX1","Liver",84113,"More Than 70 Years",0
"4681",649,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"2 to 11 Years",0
"4682",650,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"12 to 17 Years",0
"4683",651,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"Less Than 2 Years",0
"4684",652,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"18 to 34 Years",4.7244094488
"4685",653,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"35 to 49 Years",22.834645669
"4686",654,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"50 to 64 Years",49.606299213
"4687",655,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"65 to 69 Years",18.11023622
"4688",656,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Liver",55902,"More Than 70 Years",4.7244094488
"4689",657,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"2 to 11 Years",0
"4690",658,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"12 to 17 Years",0
"4691",659,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"Less Than 2 Years",0
"4692",660,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"18 to 34 Years",3.4482758621
"4693",661,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"35 to 49 Years",10.344827586
"4694",662,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"50 to 64 Years",68.965517241
"4695",663,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"65 to 69 Years",13.793103448
"4696",664,"Rush University Medical Center (ILPL)","ILPL","TX1","Liver",60612,"More Than 70 Years",3.4482758621
"4697",665,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"2 to 11 Years",0
"4698",666,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"12 to 17 Years",0
"4699",667,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"Less Than 2 Years",0
"4700",668,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"18 to 34 Years",6.0606060606
"4701",669,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"35 to 49 Years",16.666666667
"4702",670,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"50 to 64 Years",51.515151515
"4703",671,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"65 to 69 Years",22.727272727
"4704",672,"Scripps Green Hospital (CAGH)","CAGH","TX1","Liver",92037,"More Than 70 Years",3.0303030303
"4705",673,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"2 to 11 Years",28.571428571
"4706",674,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"12 to 17 Years",14.285714286
"4707",675,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"Less Than 2 Years",50
"4708",676,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"18 to 34 Years",7.1428571429
"4709",677,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"35 to 49 Years",0
"4710",678,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"50 to 64 Years",0
"4711",679,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"65 to 69 Years",0
"4712",680,"Seattle Children's Hospital (WACH)","WACH","TX1","Liver",98105,"More Than 70 Years",0
"4713",681,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"2 to 11 Years",0
"4714",682,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"12 to 17 Years",0
"4715",683,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"Less Than 2 Years",0
"4716",684,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"18 to 34 Years",3.3333333333
"4717",685,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"35 to 49 Years",20
"4718",686,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"50 to 64 Years",40
"4719",687,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"65 to 69 Years",26.666666667
"4720",688,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Liver",63104,"More Than 70 Years",10
"4721",689,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"2 to 11 Years",0
"4722",690,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"12 to 17 Years",0
"4723",691,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"Less Than 2 Years",0
"4724",692,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"18 to 34 Years",0
"4725",693,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"35 to 49 Years",17.391304348
"4726",694,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"50 to 64 Years",43.47826087
"4727",695,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"65 to 69 Years",30.434782609
"4728",696,"St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","Liver",64111,"More Than 70 Years",8.6956521739
"4729",697,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"2 to 11 Years",0
"4730",698,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"12 to 17 Years",0
"4731",699,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"Less Than 2 Years",0
"4732",700,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"18 to 34 Years",12
"4733",701,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"35 to 49 Years",24
"4734",702,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"50 to 64 Years",56
"4735",703,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"65 to 69 Years",8
"4736",704,"St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","Liver",85013,"More Than 70 Years",0
"4737",705,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"2 to 11 Years",16.666666667
"4738",706,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"12 to 17 Years",16.666666667
"4739",707,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"Less Than 2 Years",66.666666667
"4740",708,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"18 to 34 Years",0
"4741",709,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"35 to 49 Years",0
"4742",710,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"50 to 64 Years",0
"4743",711,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"65 to 69 Years",0
"4744",712,"St. Louis Children's Hospital (MOCH)","MOCH","TX1","Liver",63110,"More Than 70 Years",0
"4745",713,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"2 to 11 Years",0
"4746",714,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"12 to 17 Years",0
"4747",715,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"Less Than 2 Years",0
"4748",716,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"18 to 34 Years",7.7922077922
"4749",717,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"35 to 49 Years",18.614718615
"4750",718,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"50 to 64 Years",57.575757576
"4751",719,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"65 to 69 Years",12.987012987
"4752",720,"Stanford Health Care (CASU)","CASU","TX1","Liver",94305,"More Than 70 Years",3.0303030303
"4753",721,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"2 to 11 Years",0
"4754",722,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"12 to 17 Years",3.5714285714
"4755",723,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Liver",14642,"Less Than 2 Years",0
