"","...2","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"807",7,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"Female",81.818181818
"808",8,"AU Medical Center, Inc. (GAMC)","GAMC","TX1","Kidney-Pancreas",30912,"Male",18.181818182
"809",9,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"Female",33.333333333
"810",10,"Aurora St. Luke's Medical Center (WISL)","WISL","TX1","Kidney-Pancreas",53215,"Male",66.666666667
"811",11,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"Female",25
"812",12,"Auxilio Mutuo Hospital (PRSJ)","PRSJ","TX1","Kidney-Pancreas",919,"Male",75
"813",13,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"Female",14.285714286
"814",14,"Avera McKennan Hospital (SDMK)","SDMK","TX1","Kidney-Pancreas",57105,"Male",85.714285714
"815",15,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"Female",100
"816",16,"Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","Kidney-Pancreas",85719,"Male",0
"817",17,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"Female",50
"818",18,"Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","Kidney-Pancreas",85006,"Male",50
"819",19,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"Female",28.571428571
"820",20,"Barnes-Jewish Hospital (MOBH)","MOBH","TX1","Kidney-Pancreas",63110,"Male",71.428571429
"821",21,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"Female",36.842105263
"822",22,"Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","Kidney-Pancreas",76104,"Male",63.157894737
"823",23,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"Female",35.294117647
"824",24,"Baylor University Medical Center (TXTX)","TXTX","TX1","Kidney-Pancreas",75246,"Male",64.705882353
"825",25,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"Female",48.275862069
"826",26,"Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","Kidney-Pancreas",2215,"Male",51.724137931
"827",27,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"Female",30
"828",28,"Brigham and Women's Hospital (MAPB)","MAPB","TX1","Kidney-Pancreas",2115,"Male",70
"829",29,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"Female",48
"830",30,"California Pacific Medical Center (CAPM)","CAPM","TX1","Kidney-Pancreas",94114,"Male",52
"831",31,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"Female",66.666666667
"832",32,"Carolinas Medical Center (NCCM)","NCCM","TX1","Kidney-Pancreas",28203,"Male",33.333333333
"833",33,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"Female",57.142857143
"834",34,"Cedars-Sinai Medical Center (CACS)","CACS","TX1","Kidney-Pancreas",90211,"Male",42.857142857
"835",35,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"Female",50
"836",36,"Centura Porter Adventist Hospital (COPM)","COPM","TX1","Kidney-Pancreas",80210,"Male",50
"837",37,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"Female",75
"838",38,"Duke University Hospital (NCDU)","NCDU","TX1","Kidney-Pancreas",27710,"Male",25
"839",39,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"Female",91.666666667
"840",40,"Emory University Hospital (GAEM)","GAEM","TX1","Kidney-Pancreas",30322,"Male",8.3333333333
"841",41,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"Female",40
"842",42,"Erie County Medical Center (NYEC)","NYEC","TX1","Kidney-Pancreas",14215,"Male",60
"843",43,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"Female",40
"844",44,"Florida Hospital Medical Center (FLFH)","FLFH","TX1","Kidney-Pancreas",32803,"Male",60
"845",45,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"Female",20
"846",46,"Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","Kidney-Pancreas",53226,"Male",80
"847",47,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"Female",41.176470588
"848",48,"Georgetown University Medical Center (DCGU)","DCGU","TX1","Kidney-Pancreas",20007,"Male",58.823529412
"849",49,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"Female",25
"850",50,"Hackensack University Medical Center (NJHK)","NJHK","TX1","Kidney-Pancreas",7601,"Male",75
"851",51,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"Female",41.666666667
"852",52,"Henry Ford Hospital (MIHF)","MIHF","TX1","Kidney-Pancreas",48202,"Male",58.333333333
"853",53,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"Female",57.142857143
"854",54,"Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","Kidney-Pancreas",19104,"Male",42.857142857
"855",55,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"Female",53.571428571
"856",56,"Houston Methodist Hospital (TXMH)","TXMH","TX1","Kidney-Pancreas",77030,"Male",46.428571429
"857",57,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"Female",46.666666667
"858",58,"Indiana University Health (INIM)","INIM","TX1","Kidney-Pancreas",46202,"Male",53.333333333
"859",59,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"Female",66.666666667
"860",60,"Inova Fairfax Hospital (VAFH)","VAFH","TX1","Kidney-Pancreas",22042,"Male",33.333333333
"861",61,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"Female",66.666666667
"862",62,"Integris Baptist Medical Center (OKBC)","OKBC","TX1","Kidney-Pancreas",73112,"Male",33.333333333
"863",63,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"Female",50
"864",64,"Intermountain Medical Center (UTLD)","UTLD","TX1","Kidney-Pancreas",84107,"Male",50
"865",65,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"Female",60
"866",66,"Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","Kidney-Pancreas",33136,"Male",40
"867",67,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"Female",35.294117647
"868",68,"Jewish Hospital (KYJH)","KYJH","TX1","Kidney-Pancreas",40202,"Male",64.705882353
"869",69,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"Female",50
"870",70,"Johns Hopkins Hospital (MDJH)","MDJH","TX1","Kidney-Pancreas",21287,"Male",50
"871",71,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"Female",33.333333333
"872",72,"Keck Hospital of USC (CAUH)","CAUH","TX1","Kidney-Pancreas",90033,"Male",66.666666667
"873",73,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"Female",33.333333333
"874",74,"Lehigh Valley Hospital (PALV)","PALV","TX1","Kidney-Pancreas",18105,"Male",66.666666667
"875",75,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"Female",68.75
"876",76,"Loma Linda University Medical Center (CALL)","CALL","TX1","Kidney-Pancreas",92354,"Male",31.25
"877",77,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"Female",50
"878",78,"Loyola University Medical Center (ILLU)","ILLU","TX1","Kidney-Pancreas",60153,"Male",50
"879",79,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"Female",33.333333333
"880",80,"Massachusetts General Hospital (MAMG)","MAMG","TX1","Kidney-Pancreas",2114,"Male",66.666666667
"881",81,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"Female",50
"882",82,"Mayo Clinic Florida (FLSL)","FLSL","TX1","Kidney-Pancreas",32224,"Male",50
"883",83,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"Female",38.461538462
"884",84,"Mayo Clinic Hospital (AZMC)","AZMC","TX1","Kidney-Pancreas",85054,"Male",61.538461538
"885",85,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"Female",33.333333333
"886",86,"Medical City Dallas Hospital (TXHD)","TXHD","TX1","Kidney-Pancreas",75230,"Male",66.666666667
"887",87,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"Female",70
"888",88,"Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","Kidney-Pancreas",23219,"Male",30
"889",89,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"Female",43.58974359
"890",90,"Medical University of South Carolina (SCMU)","SCMU","TX1","Kidney-Pancreas",29425,"Male",56.41025641
"891",91,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"Female",57.142857143
"892",92,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","Kidney-Pancreas",77030,"Male",42.857142857
"893",93,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"Female",100
"894",94,"Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","Kidney-Pancreas",50314,"Male",0
"895",95,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"Female",33.333333333
"896",96,"Methodist Dallas Medical Center (TXMC)","TXMC","TX1","Kidney-Pancreas",75203,"Male",66.666666667
"897",97,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"Female",64.285714286
"898",98,"Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","Kidney-Pancreas",78229,"Male",35.714285714
"899",99,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"Female",40.909090909
"900",100,"Methodist University Hospital (TNMH)","TNMH","TX1","Kidney-Pancreas",38104,"Male",59.090909091
"901",101,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"Female",44.827586207
"902",102,"Montefiore Medical Center (NYMA)","NYMA","TX1","Kidney-Pancreas",10467,"Male",55.172413793
"903",103,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"Female",36.666666667
"904",104,"Mount Sinai Medical Center (NYMS)","NYMS","TX1","Kidney-Pancreas",10029,"Male",63.333333333
"905",105,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"Female",28.571428571
"906",106,"New York University Medical Center (NYUC)","NYUC","TX1","Kidney-Pancreas",10016,"Male",71.428571429
"907",107,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"Female",47.368421053
"908",108,"New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","Kidney-Pancreas",10065,"Male",52.631578947
"909",109,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"Female",39.393939394
"910",110,"Northwestern Memorial Hospital (ILNM)","ILNM","TX1","Kidney-Pancreas",60611,"Male",60.606060606
"911",111,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"Female",50
"912",112,"NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","Kidney-Pancreas",10032,"Male",50
"913",113,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"Female",45.454545455
"914",114,"Ochsner Foundation Hospital (LAOF)","LAOF","TX1","Kidney-Pancreas",70121,"Male",54.545454545
"915",115,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"Female",52.941176471
"916",116,"Ohio State University Medical Center (OHOU)","OHOU","TX1","Kidney-Pancreas",43210,"Male",47.058823529
"917",117,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"Female",55.555555556
"918",118,"Oregon Health & Science University (ORUO)","ORUO","TX1","Kidney-Pancreas",97239,"Male",44.444444444
"919",119,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"Female",50
"920",120,"OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","Kidney-Pancreas",61637,"Male",50
"921",121,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"Female",44.444444444
"922",122,"OU Medical Center (OKMD)","OKMD","TX1","Kidney-Pancreas",73104,"Male",55.555555556
"923",123,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Kidney-Pancreas",8103,"Female",50
"924",124,"Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","Kidney-Pancreas",8103,"Male",50
"925",125,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Kidney-Pancreas",17033,"Female",100
"926",126,"Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","Kidney-Pancreas",17033,"Male",0
"927",127,"Piedmont Hospital (GAPH)","GAPH","TX1","Kidney-Pancreas",30309,"Female",73.333333333
"928",128,"Piedmont Hospital (GAPH)","GAPH","TX1","Kidney-Pancreas",30309,"Male",26.666666667
"929",129,"Presbyterian Hospital (NMPH)","NMPH","TX1","Kidney-Pancreas",87106,"Female",0
"930",130,"Presbyterian Hospital (NMPH)","NMPH","TX1","Kidney-Pancreas",87106,"Male",100
"931",131,"Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","Kidney-Pancreas",99204,"Female",33.333333333
"932",132,"Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","Kidney-Pancreas",99204,"Male",66.666666667
"933",133,"Research Medical Center (MORH)","MORH","TX1","Kidney-Pancreas",64132,"Female",60
"934",134,"Research Medical Center (MORH)","MORH","TX1","Kidney-Pancreas",64132,"Male",40
"935",135,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Kidney-Pancreas",55902,"Female",43.396226415
"936",136,"Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","Kidney-Pancreas",55902,"Male",56.603773585
"937",137,"Rush University Medical Center (ILPL)","ILPL","TX1","Kidney-Pancreas",60612,"Female",28.571428571
"938",138,"Rush University Medical Center (ILPL)","ILPL","TX1","Kidney-Pancreas",60612,"Male",71.428571429
"939",139,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Kidney-Pancreas",7039,"Female",71.428571429
"940",140,"Saint Barnabas Medical Center (NJSB)","NJSB","TX1","Kidney-Pancreas",7039,"Male",28.571428571
"941",141,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Kidney-Pancreas",76508,"Female",50
"942",142,"Scott and White Memorial Hospital (TXSW)","TXSW","TX1","Kidney-Pancreas",76508,"Male",50
"943",143,"Scripps Green Hospital (CAGH)","CAGH","TX1","Kidney-Pancreas",92037,"Female",72.727272727
"944",144,"Scripps Green Hospital (CAGH)","CAGH","TX1","Kidney-Pancreas",92037,"Male",27.272727273
"945",145,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Kidney-Pancreas",23507,"Female",62.5
"946",146,"Sentara Norfolk General Hospital (VANG)","VANG","TX1","Kidney-Pancreas",23507,"Male",37.5
"947",147,"Sharp Memorial Hospital (CASH)","CASH","TX1","Kidney-Pancreas",92123,"Female",27.777777778
"948",148,"Sharp Memorial Hospital (CASH)","CASH","TX1","Kidney-Pancreas",92123,"Male",72.222222222
"949",149,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Kidney-Pancreas",63104,"Female",100
"950",150,"SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","Kidney-Pancreas",63104,"Male",0
"951",151,"St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","Kidney-Pancreas",46260,"Female",NA
"952",152,"St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","Kidney-Pancreas",46260,"Male",NA
"953",153,"St. Vincent Medical Center (CASV)","CASV","TX1","Kidney-Pancreas",90057,"Female",45.454545455
"954",154,"St. Vincent Medical Center (CASV)","CASV","TX1","Kidney-Pancreas",90057,"Male",54.545454545
"955",155,"Stanford Health Care (CASU)","CASU","TX1","Kidney-Pancreas",94305,"Female",40
"956",156,"Stanford Health Care (CASU)","CASU","TX1","Kidney-Pancreas",94305,"Male",60
"957",157,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Kidney-Pancreas",13210,"Female",47.619047619
"958",158,"State University of New York Upstate Medical University (NYUM)","NYUM","TX1","Kidney-Pancreas",13210,"Male",52.380952381
"959",159,"State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","Kidney-Pancreas",11203,"Female",100
"960",160,"State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","Kidney-Pancreas",11203,"Male",0
"961",161,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Kidney-Pancreas",14642,"Female",41.666666667
"962",162,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","Kidney-Pancreas",14642,"Male",58.333333333
"963",163,"Swedish Medical Center (WASM)","WASM","TX1","Kidney-Pancreas",98122,"Female",47.058823529
"964",164,"Swedish Medical Center (WASM)","WASM","TX1","Kidney-Pancreas",98122,"Male",52.941176471
"965",165,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Female",46.666666667
"966",166,"Tampa General Hospital (FLTG)","FLTG","TX1","Kidney-Pancreas",33606,"Male",53.333333333
"967",167,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Female",38.095238095
"968",168,"Temple University Hospital (PATU)","PATU","TX1","Kidney-Pancreas",19140,"Male",61.904761905
"969",169,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Female",63.636363636
"970",170,"The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","Kidney-Pancreas",44195,"Male",36.363636364
"971",171,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Female",0
"972",172,"The Nebraska Medical Center (NEUN)","NEUN","TX1","Kidney-Pancreas",68198,"Male",100
"973",173,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Female",NA
"974",174,"The Queen's Medical Center (HIQM)","HIQM","TX1","Kidney-Pancreas",96813,"Male",NA
"975",175,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Female",50
"976",176,"Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","Kidney-Pancreas",19107,"Male",50
"977",177,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Female",72.727272727
"978",178,"Tulane Medical Center (LATU)","LATU","TX1","Kidney-Pancreas",70112,"Male",27.272727273
"979",179,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Female",30
"980",180,"UF Health Shands Hospital (FLUF)","FLUF","TX1","Kidney-Pancreas",32608,"Male",70
"981",181,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Female",25
"982",182,"UMass Memorial Medical Center (MAUM)","MAUM","TX1","Kidney-Pancreas",1655,"Male",75
"983",183,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Female",33.333333333
"984",184,"University Hospitals of Cleveland (OHUH)","OHUH","TX1","Kidney-Pancreas",44106,"Male",66.666666667
"985",185,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Female",50
"986",186,"University of Alabama Hospital (ALUA)","ALUA","TX1","Kidney-Pancreas",35233,"Male",50
"987",187,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Female",36.363636364
"988",188,"University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","Kidney-Pancreas",90095,"Male",63.636363636
"989",189,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Female",0
"990",190,"University of California Davis Medical Center (CASM)","CASM","TX1","Kidney-Pancreas",95817,"Male",100
"991",191,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Female",44.444444444
"992",192,"University of California Irvine Medical Center (CAIM)","CAIM","TX1","Kidney-Pancreas",92868,"Male",55.555555556
"993",193,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Female",0
"994",194,"University of California San Diego Medical Center (CASD)","CASD","TX1","Kidney-Pancreas",92037,"Male",100
"995",195,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Female",40.449438202
"996",196,"University of California San Francisco Medical Center (CASF)","CASF","TX1","Kidney-Pancreas",94118,"Male",59.550561798
"997",197,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Female",33.333333333
"998",198,"University of Chicago Medical Center (ILUC)","ILUC","TX1","Kidney-Pancreas",60637,"Male",66.666666667
"999",199,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Female",37.5
"1000",200,"University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","Kidney-Pancreas",45229,"Male",62.5
"1001",201,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Female",35.294117647
"1002",202,"University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","Kidney-Pancreas",80045,"Male",64.705882353
"1003",203,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Female",55.555555556
"1004",204,"University of Illinois Medical Center (ILUI)","ILUI","TX1","Kidney-Pancreas",60612,"Male",44.444444444
"1005",205,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Female",66.666666667
"1006",206,"University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","Kidney-Pancreas",52242,"Male",33.333333333
"1007",207,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Female",100
"1008",208,"University of Kansas Hospital (KSUK)","KSUK","TX1","Kidney-Pancreas",66103,"Male",0
"1009",209,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Female",33.333333333
"1010",210,"University of Kentucky Medical Center (KYUK)","KYUK","TX1","Kidney-Pancreas",40536,"Male",66.666666667
"1011",211,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Female",42.857142857
"1012",212,"University of Maryland Medical System (MDUM)","MDUM","TX1","Kidney-Pancreas",21201,"Male",57.142857143
"1013",213,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Female",41.176470588
"1014",214,"University of Michigan Medical Center (MIUM)","MIUM","TX1","Kidney-Pancreas",48109,"Male",58.823529412
"1015",215,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Female",41.176470588
"1016",216,"University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","Kidney-Pancreas",55454,"Male",58.823529412
"1017",217,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Female",50
"1018",218,"University of Mississippi Medical Center (MSUM)","MSUM","TX1","Kidney-Pancreas",39216,"Male",50
"1019",219,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Female",42.857142857
"1020",220,"University of North Carolina Hospitals (NCMH)","NCMH","TX1","Kidney-Pancreas",27514,"Male",57.142857143
"1021",221,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Female",52.631578947
"1022",222,"University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","Kidney-Pancreas",15213,"Male",47.368421053
"1023",223,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Female",64.705882353
"1024",224,"University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","Kidney-Pancreas",77555,"Male",35.294117647
"1025",225,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Female",58.333333333
"1026",226,"University of Utah Medical Center (UTMC)","UTMC","TX1","Kidney-Pancreas",84132,"Male",41.666666667
"1027",227,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Female",50
"1028",228,"University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","Kidney-Pancreas",22908,"Male",50
"1029",229,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Female",29.411764706
"1030",230,"University of Washington Medical Center (WAUW)","WAUW","TX1","Kidney-Pancreas",98195,"Male",70.588235294
"1031",231,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Female",47.826086957
"1032",232,"University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","Kidney-Pancreas",53792,"Male",52.173913043
"1033",233,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Female",66.666666667
"1034",234,"Vanderbilt University Medical Center (TNVU)","TNVU","TX1","Kidney-Pancreas",37232,"Male",33.333333333
"1035",235,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Female",35.714285714
"1036",236,"Vidant Medical Center (NCEC)","NCEC","TX1","Kidney-Pancreas",27834,"Male",64.285714286
"1037",237,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Female",68.75
"1038",238,"Virginia Mason Medical Center (WAVM)","WAVM","TX1","Kidney-Pancreas",98111,"Male",31.25
"1039",239,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney-Pancreas",27157,"Female",59.375
"1040",240,"Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","Kidney-Pancreas",27157,"Male",40.625
"1041",241,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney-Pancreas",71103,"Female",59.090909091
"1042",242,"Willis-Knighton Medical Center (LAWK)","LAWK","TX1","Kidney-Pancreas",71103,"Male",40.909090909
"1043",1,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Liver",19141,"Female",32.432432432
"1044",2,"Albert Einstein Medical Center (PAAE)","PAAE","TX1","Liver",19141,"Male",67.567567568
"1045",3,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Liver",19803,"Female",14.285714286
"1046",4,"Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1","Liver",19803,"Male",85.714285714
"1047",5,"Allegheny General Hospital (PAAG)","PAAG","TX1","Liver",15212,"Female",16.216216216
"1048",6,"Allegheny General Hospital (PAAG)","PAAG","TX1","Liver",15212,"Male",83.783783784
"1049",7,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Liver",60611,"Female",100
"1050",8,"Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1","Liver",60611,"Male",0
